2011-01-01,"Star of India, once",SABU
2011-01-01,"Concert spectacles",LIGHTSHOWS
2011-01-01,"29-year Knesset member",EBAN
2011-01-01,"“Prêt-à-Porter” actress",ANOUKAIMEE
2011-01-01,"Material for a suit?",TORT
2011-01-01,"Convention fighter",ICONOCLAST
2011-01-01,"Ring bearer",TREETRUNK
2011-01-01,"“Roots” name",KUNTA
2011-01-01,"It’s free in Paris",LIBRE
2011-01-01,"Hazardous obstruction",REEF
2011-01-01,"Humidifier output",MIST
2011-01-01,"It often gets fed",EGO
2011-01-01,"Where the biblical lost tribes were held captive",ASSYRIA
2011-01-01,"N.Y.P.D. descriptor",FINEST
2011-01-01,"Cry to get 40-Across",SENDHELP
2011-01-01,"What Taft, Hoover and Carter each had",ONETERM
2011-01-01,"Gave a face-lift",DIDOVER
2011-01-01,"People with saving accounts?",RESCUERS
2011-01-01,"“Rock Me ___” (1984 hit)",TONITE
2011-01-01,"One worthy of emulation",PARAGON
2011-01-01,"Simon & Schuster’s parent",CBS
2011-01-01,"Opposite of 4-Down",UBER
2011-01-01,"Tunnel creator",MOLE
2011-01-01,"Leaving lines",TATAS
2011-01-01,"Order in a rush order",TODAY
2011-01-01,"Barn dance accessory",BANJOPICK
2011-01-01,"Onetime Chevy Blazer competitor",ISUZURODEO
2011-01-01,"Mythological trickster who was punished by being held to a rock",LOKI
2011-01-01,"Steam roller?",LOCOMOTIVE
2011-01-01,"Peck, e.g.",UNIT
2011-01-01,"What loaded people have",EXTRAMONEY
2011-01-01,"Strings used in payroll depts.",SSNS
2011-01-01,"Take, finally",SETTLEFOR
2011-01-01,Native,ABORIGINE
2011-01-01,"Far from frilly",BAREBONES
2011-01-01,"Opposite of 46-Across",UNTER
2011-01-01,"Spot of seclusion",LAIR
2011-01-01,"Racks up",INCURS
2011-01-01,Dingbats,GOONEYS
2011-01-01,"Dug in, with “down”",HUNKERED
2011-01-01,"What stops swings, briefly",TKO
2011-01-01,"Give the heave-ho",SACK
2011-01-01,"Area where blood vessels enter an organ",HILUM
2011-01-01,"Sur citizen",OMANI
2011-01-01,"Bridge openers",WESTS
2011-01-01,"Rip into",SETAT
2011-01-01,"Make stand on end, as hair",TEASEUP
2011-01-01,"“That’s it!”",FINITO
2011-01-01,Course,STREAM
