2014-01-01,"Frank’s partner in the funnies",ERNEST
2014-01-01,"Old ___ (London theater)",VIC
2014-01-01,"À la mode",CHIC
2014-01-01,"Asian entertainer",GEISHA
2014-01-01,"Have a mortgage, say",OWE
2014-01-01,"___ O’Neill",OONA
2014-01-01,"Tree with extra-large acorns",BUROAK
2014-01-01,"___ Cob, Conn.",COS
2014-01-01,"NASA component: Abbr.",NATL
2014-01-01,"Card holder: Abbr.",ENV
2014-01-01,"Eponymous sitcom star of the 2000s",REBA
2014-01-01,"After-dinner wine",SHERRY
2014-01-01,"Narrow inlet",RIA
2014-01-01,"Model Porizkova",PAULINA
2014-01-01,Dine,SUP
2014-01-01,"Ad nauseam",TONOEND
2014-01-01,"Far sides of ranges",TARGETS
2014-01-01,"___ King Cole",NAT
2014-01-01,"Actor McKellen and others",IANS
2014-01-01,"Hawaiian singer with many 1960s-’70s TV guest appearances",DONHO
2014-01-01,"New Year’s greeting",HAPPY
2014-01-01,Spelunker,CAVER
2014-01-01,"Sleek swimmers",EELS
2014-01-01,"N.Y.C. line",IRT
2014-01-01,"Teresa Heinz or Christina Onassis",HEIRESS
2014-01-01,Spartan,AUSTERE
2014-01-01,"Roth ___",IRA
2014-01-01,"People of Rwanda and Burundi",WATUTSI
2014-01-01,"K.G.B. rival",CIA
2014-01-01,"2000s TV drama set in the 1960s",MADMEN
2014-01-01,Smile,BEAM
2014-01-01,"Like some sale goods: Abbr.",IRR
2014-01-01,"Tailor’s case",ETUI
2014-01-01,"The White Stripes or OutKast",DUO
2014-01-01,Declutter,NEATEN
2014-01-01,"The White Stripes’ genre",ROCK
2014-01-01,"Rap sheet letters",AKA
2014-01-01,Little-known,NONAME
2014-01-01,"Johnson of “Laugh-In”",ARTE
2014-01-01,Permit,LET
2014-01-01,Aslant,ANGLED
2014-01-01,"First king of the English",EGBERT
2014-01-01,"After-school activity?",REUNION
2014-01-01,"Band with the 10x platinum album “Nevermind”",NIRVANA
2014-01-01,"That, in Toledo",ESO
2014-01-01,"Economics Nobelist William F. ___",SHARPE
2014-01-01,"Sample the hooch",TAKEANIP
2014-01-01,"Not shy about expressing opinions",VOCAL
2014-01-01,"___ Jima",IWO
2014-01-01,"Business jet maker",CESSNA
2014-01-01,"Dunce cap shape",CONE
2014-01-01,"Make rough",HOARSEN
2014-01-01,"“Actually …”",INTRUTH
2014-01-01,"Afro-Caribbean music",CALYPSO
2014-01-01,"Capital spanning the Danube",BUDAPEST
2014-01-01,"Achieved through difficulty",HARDWON
2014-01-01,"1971 #1 hit for Carole King",ITSTOOLATE
2014-01-01,Alternative,OTHER
2014-01-01,“Try!”,GOFORIT
2014-01-01,"Bill ___, the Science Guy",NYE
2014-01-01,"“___ there yet?”",AREWE
2014-01-01,"Classic Stephen Foster song",OHSUSANNA
2014-01-01,"Fire-breathing creature of myth",CHIMERA
2014-01-01,"Faucet attachment",AERATOR
2014-01-01,"Span across a gorge, say",VIADUCT
2014-01-01,"Soloist’s performance",RECITAL
2014-01-01,"Persian Wars vessel",TRIREME
2014-01-01,"Bit of beachwear",SANDAL
2014-01-01,"San ___, Calif.",SIMEON
2014-01-01,"Took home",EARNED
2014-01-01,"W.W. II menace",UBOAT
2014-01-01,"Love from the Beach Boys?",MIKE
2014-01-01,"Instrument for 36-Across, informally",UKE
2014-01-01,"“Life of Pi” director Lee",ANG
2014-01-02,"Some support beams",IBARS
2014-01-02,100%,ALL
2014-01-02,"Key of Chopin’s Polonaise No. 6",AFLAT
2014-01-02,"Hit the highlights",RECAP
2014-01-02,"Husband and wife, e.g.",DUO
2014-01-02,Sponge,MOOCH
2014-01-02,"Food or drink dispensers",VENDINGMACHINES
2014-01-02,"___ to the top",ARACE
2014-01-02,"First word in the English lyrics of “Frère Jacques”",ARE
2014-01-02,"Nick of “The Deep”",NOLTE
2014-01-02,"Kind of cartridge",TONER
2014-01-02,"Burning the midnight oil",UPLATE
2014-01-02,"Like virtually all gold medalists in Olympic table tennis",CHINESE
2014-01-02,"Science of light",OPTICS
2014-01-02,Lads,SHAVERS
2014-01-02,"Performs, in the Bible",DOETH
2014-01-02,"Shimmery silks",MOIRES
2014-01-02,"“You ___” (2011 Lady Gaga song)",ANDI
2014-01-02,"Robert Frost poem that includes “Good fences make good neighbors”",MENDINGWALL
2014-01-02,"Three-toed runners",EMUS
2014-01-02,"Designed (for)",GEARED
2014-01-02,"Yoga pose that strengthens the abs",PLANK
2014-01-02,"Pope who declared “I am a sinner. This is the most accurate definition”",FRANCIS
2014-01-02,"With skill and grace",DEFTLY
2014-01-02,Hog,GLUTTON
2014-01-02,Ignoring,DEAFTO
2014-01-02,"Maid on “The Jetsons”",ROSIE
2014-01-02,"___ squash",ACORN
2014-01-02,"Sea eggs",ROE
2014-01-02,"Sci-fi novelist ___ Scott Card",ORSON
2014-01-02,"Taking liberties",BENDINGTHERULES
2014-01-02,"Mock attack",FEINT
2014-01-02,"“Star Trek” prosthesis",EAR
2014-01-02,Oceanward,TOSEA
2014-01-02,"Tour de France stage",ETAPE
2014-01-02,"Board member: Abbr.",DIR
2014-01-02,"Full of spunk",SASSY
2014-01-02,"“___ la Douce”",IRMA
2014-01-02,"Relate to",BEARUPON
2014-01-02,"Successful, as an applicant",ACCEPTED
2014-01-02,"Sound of support",RAH
2014-01-02,"Ingredient in Florentine dishes",SPINACH
2014-01-02,"“Someone Like You” singer",ADELE
2014-01-02,Hircosity,LUST
2014-01-02,"1968 #1 hit for the Supremes",LOVECHILD
2014-01-02,"Feeling romantic",AMATIVE
2014-01-02,"Going without help",FENDINGFORONESELF
2014-01-02,"Car not in a garage",LOANER
2014-01-02,"Gatekeeper’s grant",ACCESS
2014-01-02,“Voilà!”,THERE
2014-01-02,Forget-me-___,NOTS
2014-01-02,"Future court case",PENDINGLITIGATION
2014-01-02,Mistreatment,HARM
2014-01-02,"___ Mae (“Ghost” role)",ODA
2014-01-02,"Parts of clogs",SOLES
2014-01-02,"Softened up, in a way",MARINATED
2014-01-02,"Where Snickers, Skittles and Starburst are manufactured",WACO
2014-01-02,"Crash pad?",MATTRESS
2014-01-02,Frees,UNLOOSES
2014-01-02,"It goes around the world",SKY
2014-01-02,"Diplomatic agreement",ENTENTE
2014-01-02,"Inconsequential stuff",PEANUTS
2014-01-02,"Little bloom",FLORET
2014-01-02,"Don’s place",RUSSIA
2014-01-02,"Charlie Chan’s creator Earl ___ Biggers",DERR
2014-01-02,"“Grand Canyon Suite” composer",GROFE
2014-01-02,"Red Sox Hall-of-Famer Bobby",DOERR
2014-01-02,"Tea type",CHAI
2014-01-02,"Company with a 1998 Nasdaq I.P.O. that hired its first employee in 1996",EBAY
2014-01-02,"Mauna ___",LOA
2014-01-03,"Bite-size sweet",PETITFOUR
2014-01-03,"Complains loudly",YAWPS
2014-01-03,Locomotive,IRONHORSE
2014-01-03,"1946 University of Pennsylvania invention",ENIAC
2014-01-03,"1950s-’60s sitcom headliner",DONNAREED
2014-01-03,"Instagram filter",SEPIA
2014-01-03,"What many cats play",GIGS
