2017-01-01,Sponged,MOOCHED
2017-01-01,Asylum,REFUGE
2017-01-01,"Takes from page to screen, say",ADAPTS
2017-01-01,"Pope with the longest reign between St. Peter and Pius VI (A.D. 67-1799)",ADRIANI
2017-01-01,"Left speechless",AMAZED
2017-01-01,"On the down-low",COVERT
2017-01-01,"They may be sealed or broken",RECORDS
2017-01-01,"Marquee locale",MOVIETHEATER
2017-01-01,"Degree in math",NTH
2017-01-01,Gruesome,MACABRE
2017-01-01,"Companion of Han in “The Force Awakens”",REY
2017-01-01,"H.O.V. ___",LANE
2017-01-01,"Sénégal summers",ETES
2017-01-01,"Running figure",TALLY
2017-01-01,"Players last produced in July 2016",VCRS
2017-01-01,"Epic singers",BARDS
2017-01-01,"Kicks back",RESTS
2017-01-01,"Rural postal abbr.",RTE
2017-01-01,Worthiness,MERIT
2017-01-01,"Samberg and Serkis",ANDYS
2017-01-01,"Home of the Triple-A Mud Hens",TOLEDO
2017-01-01,"Gets bogged down",MIRES
2017-01-01,"Vitamin Shoppe competitor",GNC
2017-01-01,"Vegan sandwich filler",SPROUTS
2017-01-01,"Calrissian of “The Empire Strikes Back”",LANDO
2017-01-01,"One end of Paris’s Champs-Élysées",ARCHWAY
2017-01-01,"Worked as a stockbroker",TRADED
2017-01-01,"Capitol group",USSENATE
2017-01-01,"Designer Saarinen",EERO
2017-01-01,"Post-op program",REHAB
2017-01-01,"Main stem",STALK
2017-01-01,"Rap group inducted into the Rock and Roll Hall of Fame in 2016",NWA
2017-01-01,"Pulled off",DID
2017-01-01,"Like an unswept hearth",ASHY
2017-01-01,Brawl,SETTO
2017-01-01,"“That Latin Beat!” bandleader",CUGAT
2017-01-01,Advantage,EDGE
2017-01-01,"Drone regulator, for short",FAA
2017-01-01,"Mrs., in Montreux",MME
2017-01-01,"Magic Johnson, for one",LAKER
2017-01-01,"Apothecary’s container",VIAL
2017-01-01,"She, in Spanish",ELLA
2017-01-01,"Passenger jet",AIRLINER
2017-01-01,"Quinze + quinze",TRENTE
2017-01-01,"Actor with the line “Gentlemen, you can’t fight in here! This is the War Room!”",SELLERS
2017-01-01,"Fits snugly",NESTS
2017-01-01,"Indra, to Hindus",RAINGOD
2017-01-01,"Developer’s purchase",LOT
2017-01-01,"Giraffe-like beast",OKAPI
2017-01-01,"What might cost you an arm and a leg?",PIRANHA
2017-01-01,"Washroom feature",BASIN
2017-01-01,"Totally captivates",GRIPS
2017-01-01,Muzzle,GAG
2017-01-01,"One who knows all the shortcuts, maybe",LOCAL
2017-01-01,"Fill in for",ACTAS
2017-01-01,"Game box specification",AGES
2017-01-01,"Flaky minerals",MICAS
2017-01-01,"“Mind … blown!”",WHOA
2017-01-01,"Glue trap brand",DCON
2017-01-01,"Tolkien meanie",ORC
2017-01-01,"Beverage with a floral bouquet",ROSETEA
2017-01-01,"Hedge fund pro",ARB
2017-01-01,"Farmer’s market alternative",GROCERYSTORE
2017-01-01,Admit,OWNUPTO
2017-01-01,"West Coast city known as the Track and Field Capital of the World",EUGENE
2017-01-01,"Mischievous sort",RASCAL
2017-01-01,"Miles away",NOTNEAR
2017-01-01,"Candy known for its orange wrapping",REESES
2017-01-01,"Muss up",TOUSLE
2017-01-01,"Things always underfoot",INSOLES
2017-01-01,"George Eliot title surname",MARNER
2017-01-01,"“Swan Lake” role",ODETTE
2017-01-01,"Place for bows and strings",ORCHESTRAHALL
2017-01-01,"Corporation’s head tech expert, for short",CIO
2017-01-01,"Tort basis",HARM
2017-01-01,"Wrap up around",ENDAT
2017-01-01,Tosses,DISCARDS
2017-01-01,"Not stay on topic",RAMBLE
2017-01-01,"University associated with the Carter Center",EMORY
2017-01-01,"Go-to choice, slangily",FAVE
2017-01-01,"Weapon in some Call of Duty games",UZI
2017-01-01,"“I didn’t know that!”",GEE
2017-01-01,"John Glenn player in “The Right Stuff”",EDHARRIS
2017-01-01,Sore,ACHY
2017-01-01,"Fawn’s mother",DOE
2017-01-01,"Winter fall?",AVALANCHE
2017-01-01,"Early explosive device",PETARD
2017-01-01,Modish,TRENDY
2017-01-01,"With 25-Down, financial regulator’s requirement",STRESS
2017-01-01,"See 19-Down",TEST
2017-01-01,"Meteorological lead-in to stratus",ALTO
2017-01-01,"Resolutely supported",STOODBY
2017-01-01,"Like some salsa",VERDE
2017-01-01,"“Antigone” antagonist",CREON
2017-01-01,"Judge’s seat",BANC
2017-01-01,"Zig or zag",SLUE
2017-01-01,"Capital of Belarus",MINSK
2017-01-01,"Fog might push it back, briefly",ETD
2017-01-01,"Hawaiian “thanks”",MAHALO
2017-01-01,“Brilliant!”,GREAT
2017-01-01,"Attacks from above",STRAFES
2017-01-01,"Exclusive event before public availability",PRESALE
2017-01-01,"Exam with a section known as “Logic Games,” for short",LSAT
2017-01-01,"Fighting tooth and nail",ATWAR
2017-01-01,"Hitching post?",WEDDINGCHAPEL
2017-01-01,"Japanese “thanks”",ARIGATO
2017-01-01,"Made peak calls?",YODELED
2017-01-01,Unmitigated,UTTER
2017-01-01,"Sin of those in Dante’s fifth circle",ANGER
2017-01-01,"Quarters followers",SEMIS
2017-01-01,Chic,SMART
2017-01-01,"“Pretty please?”",CANTI
2017-01-01,"Instruments played close to the chest, informally",UKES
2017-01-01,"“Still, after all this time …”",EVENNOW
2017-01-01,"Imitates Sylvester the Cat",LISPS
2017-01-01,"Results of treaties",ALLIANCES
2017-01-01,"Something to tear into, informally?",HANKIE
2017-01-01,Bounds,LEAPS
2017-01-01,"Nautical sealer",TAR
2017-01-01,"Yemeni capital",RIAL
2017-01-01,"Immense spans",EONS
2017-01-01,"It comes in tubes",RIGATONI
2017-01-01,"It lays out the lines of authority",ORGCHART
2017-01-01,"Show anxiety, in a way",PACE
2017-01-01,"Nag to death",BADGER
2017-01-01,"Build up, as interest",ACCRUE
2017-01-01,"Straight man",STOOGE
2017-01-01,"Boy’s name that’s an Indiana city",GARY
2017-01-01,"Brazilian supermodel Bündchen",GISELE
2017-01-01,"Vital lines",AORTAE
2017-01-01,"Slogs away",LABORS
2017-01-01,"Kind of fiber",MORAL
2017-01-01,"Attach, as a patch",SEWON
2017-01-01,"They’re found in veins",ORES
2017-01-01,"Elephant pluckers of myth",ROCS
2017-01-01,"Marching band?",ANTS
2017-01-01,"Venice-to-Trieste dir.",ENE
2017-01-01,"___ Paulo",SAO
2017-01-01,"Volunteer State sch.",TSU
2017-01-01,"Card game cry",UNO
2017-01-02,"Leatherworker’s tool",AWL
2017-01-02,Wrath,IRE
2017-01-02,"Sauce often used in a Bloody Mary",TABASCO
2017-01-02,"Port-au-Prince resident",HAITIAN
2017-01-02,"“Um-hmm, O.K.”",IGOTCHA
2017-01-02,"Call from a football referee",OFFSIDE
2017-01-02,"“Please! Anything but!”",NOTTHAT
2017-01-02,"Onion relative used in soups",LEEK
2017-01-02,"Little troublemakers",IMPS
2017-01-02,"Charged particles",IONS
2017-01-02,"M.R.I. orderers",DRS
2017-01-02,"Versatile bean",SOYA
2017-01-02,"Texas site of a 1993 siege",WACO
2017-01-02,"Itsy-bitsy branch",TWIG
2017-01-02,"Some DVD players",RCAS
2017-01-02,"Caustic agent",LYE
2017-01-02,"Japan’s largest company by revenue",TOYOTA
2017-01-02,"Crops used in making cigarettes",TOBACCOS
2017-01-02,"Ready, willing and ___",ABLE
2017-01-02,"Classic Eric Clapton song about unrequited love",LAYLA
2017-01-02,Statutes,LAWS
2017-01-02,"Loses one’s hair",GOESBALD
2017-01-02,"Hold back, as a yawn",STIFLE
2017-01-02,"Moment, informally",SEC
2017-01-02,"World’s fair, e.g.",EXPO
2017-01-02,Wish,HOPE
2017-01-02,"Like the water in a baptism",HOLY
2017-01-02,"Get bent out of shape",WARP
2017-01-02,"___ talks (lecture series)",TED
2017-01-02,"Busy time at the drive-thru",NOON
2017-01-02,"Nay voter",ANTI
