2019-01-01,". First victim of sibling rivalry",ABEL
2019-01-01,". ___ Newton (cookie)",FIG
2019-01-01,". Somewhere across the ocean",ABROAD
2019-01-01,". Transmitter of freckles or blond hair",GENE
2019-01-01,". “You’re ___ to talk!”",ONE
2019-01-01,". “Now!”",PRONTO!
2019-01-01,". Three goals in a single game","HAT TRICK (giving “pass the hat”)"
2019-01-01,". Leap day baby, astrologically",PISCES
2019-01-01,". Darth Vader’s nickname as a boy",ANI
2019-01-01,". Similar",ALIKE
2019-01-01,". “Hmm, I don’t know”",GEE
2019-01-01,". Blood fluid",SERUM
2019-01-01,". Its lyrics tell of unrequited love","TORCH SONG (giving “pass the torch”)"
2019-01-01,". Shiver from fear",TREMBLE
2019-01-01,". Big tub",VAT
2019-01-01,". By way of",VIA
2019-01-01,". Turkey ___ king","A LA"
2019-01-01,". A, in Munich",EIN
2019-01-01,". Telescope part",LENS
2019-01-01,". Music staff notation","TIME SIGNATURE (giving “pass the time”)"
2019-01-01,". Child’s plea","CAN I?"
2019-01-01,". ___-Caps",SNO
2019-01-01,". Calligrapher’s tool",PEN
2019-01-01,". League that used a red, white and blue ball, for short",ABA
2019-01-01,". Greed or gluttony",SIN
2019-01-01,". Someone who likes to see many raised hands",TEACHER
2019-01-01,". Reason to get braces","BUCK TEETH (giving “pass the buck”)"
2019-01-01,". Push",SHOVE
2019-01-01,". ___ close to call",TOO
2019-01-01,". Ranee’s wrap",SAREE
2019-01-01,". What’s shaped at the gym, informally",BOD
2019-01-01,". Literary last words",EPILOG
2019-01-01,". Barely adequate … or what the starts of 17-, 26-, 37- and 50-Across are",PASSABLE
2019-01-01,". Wild",SAVAGE
2019-01-01,". Slithering killer",ASP
2019-01-01,". “___ a little!”",LIVE
2019-01-01,". Car radio button",PRESET
2019-01-01,". Short of money",SHY
2019-01-01,". Couple that might be snapped by paparazzi",ITEM
2019-01-01,". Horror-struck",AGHAST
2019-01-01,". Pitch to the head, informally",BEANER
2019-01-01,". Total",ENTIRE
2019-01-01,". Call from a chair umpire",LET
2019-01-01,". Chocolate kiss wrap",FOIL
2019-01-01,". Provoke",INCITE
2019-01-01,". Gordon ___, lead role in “Wall Street”",GEKKO
2019-01-01,". Mobile device download",APP
2019-01-01,". Smart",BRIGHT
2019-01-01,". Things to stop and smell",ROSES
2019-01-01,". Quick appraisal",ONCE-OVER
2019-01-01,". Caught a bite",ATE
2019-01-01,". Beehive and bouffant",DOS
2019-01-01,". Go off on tangents",RAMBLE
2019-01-01,". Watergate hearings chair Sam",ERVIN
2019-01-01,". Savory taste",UMAMI
2019-01-01,". Cocktail hour nosh",CANAPE
2019-01-01,". Number of batters in a lineup",NINE
2019-01-01,". Neither a liquid nor a solid",GAS
2019-01-01,". Famous collie of radio, TV and film",LASSIE
2019-01-01,". Inflated self-image",EGO
2019-01-01,". Break in the workday",LUNCH
2019-01-01,". Popular perfume",TABU
2019-01-01,". Out of commission",INACTIVE
2019-01-01,". Hammond ___, writer of “The Wreck of the Mary Deare”",INNES
2019-01-01,". Kids",TEASES
2019-01-01,". Vehicle with a meter",CAB
2019-01-01,". Moe, Larry or Curly",STOOGE
2019-01-01,". Defeat decisively",THRASH
2019-01-01,". Tolkien creature",HOBBIT
2019-01-01,". Develop gradually",EVOLVE
2019-01-01,". Cash in",REDEEM
2019-01-01,". Nuts containing caffeine",KOLAS
2019-01-01,". Spanish food served on small plates",TAPAS
2019-01-01,". Athletic award",ESPY
2019-01-01,". Hard-to-explain skill, for short",ESP
2019-01-01,". Tee box sign info",PAR
2019-01-01,". “I ___ it!”",GET
2019-01-01,". Cable news host Velshi",ALI
